"","PARK","BOROUGH","SIZE.(ACRES)","CATEGORY","MURDER","RAPE","ROBBERY","FELONY.ASSAULT","BURGLARY","GRAND.LARCENY","GRAND.LARCENY.OF.MOTOR.VEHICLE","TOTAL","Quarter","Year"
"11052","MARC AND JASON'S PLAYGROUND","BROOKLYN     ",1.326,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11053","VETERANS PARK STATEN ISLAND","STATEN ISLAND",1.324,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11054","LYONS SQUARE PLAYGROUND","BRONX        ",1.322,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11055","AGNES HAYWOOD PLAYGROUND","BRONX        ",1.32,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11056","MARION HOPKINSON PLAYGROUND","BROOKLYN     ",1.32,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2017
"11057","AMPERE PLAYGROUND","QUEENS       ",1.318,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11058","POTOMAC PLAYGROUND","BROOKLYN     ",1.315,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11059","DETECTIVE JOSEPH MAYROSE PARK","BROOKLYN     ",1.314,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11060","PAUL RAIMONDA PLAYGROUND","QUEENS       ",1.31,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11061","PRALL PLAYGROUND","STATEN ISLAND",1.307,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11062","HORACE HARDING PLAYGROUND","QUEENS       ",1.304,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11063","DEAN PLAYGROUND","BROOKLYN     ",1.3,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11064","SEVEN GABLES PLAYGROUND","QUEENS       ",1.297,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11065","TRIBOROUGH BRIDGE PLAYGROUND B","QUEENS       ",1.295,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11066","LITTLE FLOWER PLAYGROUND","MANHATTAN    ",1.294,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2017
"11067","DONGAN PLAYGROUND","STATEN ISLAND",1.293,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11068","BUSHWICK PLAYGROUND ON FLUSHING AVENUE","BROOKLYN     ",1.29,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11069","EAST RIVER PLAYGROUND","MANHATTAN    ",1.285,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11070","SAMUEL H. YOUNG PARK","BRONX        ",1.285,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11071","SPACE TIME PLAYGROUND","BRONX        ",1.28,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11072","BOWNE PLAYGROUND","QUEENS       ",1.28,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11073","RUDD PLAYGROUND","BROOKLYN     ",1.278,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11074","WILLOW LAKE PLAYGROUND","QUEENS       ",1.277,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11075","MURPHY'S BROTHER'S PLAYGROUND","MANHATTAN    ",1.275,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11076","COONEY GRAUER FIELD","BRONX        ",1.274,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11077","WAGNER PLAYGROUND","MANHATTAN    ",1.27,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11078","EMERALD PLAYGROUND","QUEENS       ",1.265,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2017
"11079","CHARLIE'S PLACE","BROOKLYN     ",1.26,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11080","PELHAM BAY LITTLE LEAGUE","BRONX        ",1.26,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11081","GREENE PLAYGROUND","BROOKLYN     ",1.259,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11082","TANAHEY PLAYGROUND","MANHATTAN    ",1.254,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11083","ALBERT J. PARHAM PLAYGROUND","BROOKLYN     ",1.253,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11084","PARKSIDE PLAYGROUND BROOKLYN","BROOKLYN     ",1.252,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11085","PLAYGROUND NINETY","QUEENS       ",1.25,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2017
"11086","CARLTON PARK AT CARLTON BOULEVARD & CROWN AVENUE","STATEN ISLAND",1.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11087","NEPTUNE PLAYGROUND","BROOKLYN     ",1.243,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11088","ANNUNCIATION PARK","MANHATTAN    ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11089","HECKSCHER PLAYGROUND","BROOKLYN     ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11090","QUEENSBORO OVAL","MANHATTAN    ",1.239,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11091","GRASSMERE PLAYGROUND","QUEENS       ",1.239,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11092","GONZALO PLASENCIA PLAYGROUND","BROOKLYN     ",1.236,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11093","RIENZI PLAYGROUND","BRONX        ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11094","ROEBLING PLAYGROUND","BROOKLYN     ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11095","PATRICK O'ROURKE PARK","BROOKLYN     ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11096","FRESH MEADOWS PARK","QUEENS       ",1.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11097","HOWARD BENNETT PLAYGROUND","MANHATTAN    ",1.228,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2017
"11098","STANLEY ISAACS PLAYGROUND","MANHATTAN    ",1.227,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11099","CHAPPETTO SQUARE","QUEENS       ",1.226,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11100","BRIGHTON PLAYGROUND","BROOKLYN     ",1.225,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11101","NELSON PLAYGROUND","BRONX        ",1.222,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11102","SHEEPSHEAD BAY PIERS","BROOKLYN     ",1.22,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11103","ELEANOR ROOSEVELT PLAYGROUND","BROOKLYN     ",1.211,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11104","BAYVIEW PLAYGROUND","BROOKLYN     ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11105","BAYSIDE PLAYGROUND","QUEENS       ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11106","FRANCIS LEWIS PLAYGROUND","QUEENS       ",1.206,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11107","MURRAY HILL PLAYGROUND","QUEENS       ",1.206,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11108","MAGENTA PLAYGROUND","BRONX        ",1.205,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11109","TIFFANY PLAYGROUND","BRONX        ",1.205,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11110","MAURICE A FITZGERALD PLAYGROUND","QUEENS       ",1.201,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11111","DANIEL BOONE PLAYGROUND","BRONX        ",1.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11112","HILTON HOLIDAY GARDENS","QUEENS       ",1.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11113","HATTIE CARTHAN PLAYGROUND","BROOKLYN     ",1.195,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11114","KOREAN WAR VETERANS PLAZA","BROOKLYN     ",1.195,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11115","STROUD PLAYGROUND","BROOKLYN     ",1.194,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2017
"11116","TILDEN PLAYGROUND","BROOKLYN     ",1.19,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11117","SOUTH OXFORD PARK","BROOKLYN     ",1.187,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11118","UNDERWOOD PARK","BROOKLYN     ",1.187,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11119","LAFAYETTE PLAYGROUND ON STILLWELL AVENUE","BROOKLYN     ",1.187,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11120","GROVE HILL PLAYGROUND","BRONX        ",1.186,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11121","LA GUARDIA PLAYGROUND","BROOKLYN     ",1.179,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11122","UNNAMED PARK ON DRUMGOOLE ROAD & VERNON AVENUE","STATEN ISLAND",1.178,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11123","BELMONT PLAYGROUND BROOKLYN","BROOKLYN     ",1.177,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2017
"11124","STEUBEN PLAYGROUND","BROOKLYN     ",1.171,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11125","THE CYCLONE","BROOKLYN     ",1.17,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11126","WILLIAM SHERIDAN PLAYGROUND","BROOKLYN     ",1.17,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11127","OAKLAND GARDENS","QUEENS       ",1.166,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11128","UNIVERSITY PLACE","BROOKLYN     ",1.161,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11129","EHRENREICH-AUSTIN PLAYGROUND","QUEENS       ",1.161,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11130","SITTING AREA AT HOYT AVENUE","QUEENS       ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11131","HILLSIDE PARK QUEENS","QUEENS       ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11132","HARDING PARK BEAUTIFICATION PROJECT","BRONX        ",1.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11133","CUYLER GORE PARK","BROOKLYN     ",1.158,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11134","BATH PLAYGROUND","BROOKLYN     ",1.157,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11135","POLICE OFFICER NICHOLAS DEMUTIIS PARK","QUEENS       ",1.151,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11136","""UNCLE"" VITO E. MARANZANO GLENDALE PLAYGROUND","QUEENS       ",1.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11137","RAPPAPORT PLAYGROUND","BROOKLYN     ",1.148,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2017
"11138","EAST SPRINGFIELD PLAYGROUND","QUEENS       ",1.146,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2017
"11139","WILLETS POINT PLAYGROUND","QUEENS       ",1.145,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11140","TOAD HALL PLAYGROUND","STATEN ISLAND",1.145,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11141","SEASIDE PLAYGROUND","QUEENS       ",1.144,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11142","CORPORAL JOHN A. SERAVALLI PLAYGROUND","MANHATTAN    ",1.143,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11143","POPPENHUSEN PLAYGROUND","QUEENS       ",1.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11144","UNNAMED PARK ON ROCKAWAY BOARDWALK & B 28TH ST","QUEENS       ",1.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11145","SOBEL COURT PARK","STATEN ISLAND",1.137,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11146","FIDLER-WYCKOFF HOUSE PARK","BROOKLYN     ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11147","D'EMIC PLAYGROUND","BROOKLYN     ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11148","WESTBOURNE PLAYGROUND","QUEENS       ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11149","UNNAMED PARK ON SOUNDVIEW AVENUE","BRONX        ",1.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11150","PRESCOTT PLAYGROUND","STATEN ISLAND",1.124,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11151","LOPEZ PLAYGROUND","STATEN ISLAND",1.115,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11152","HUGH J. GRANT CIRCLE","BRONX        ",1.11,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11153","P.S. 29 BALL FIELD","BRONX        ",1.107,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11154","PENA HERRERA PARK","BROOKLYN     ",1.107,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11155","MENTONE PLAYGROUND","QUEENS       ",1.102,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11156","MIDDLETON PLAYGROUND","BROOKLYN     ",1.101,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11157","DE HOSTOS PLAYGROUND","BROOKLYN     ",1.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11158","SARATOGA BALLFIELDS","BROOKLYN     ",1.095,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11159","ROBERT MOSES PLAYGROUND","MANHATTAN    ",1.093,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11160","STOCKTON PLAYGROUND","BROOKLYN     ",1.089,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11161","LOUIS ARMSTRONG PLAYGROUND","QUEENS       ",1.085,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11162","JACOB'S LADDER PLAYGROUND","BROOKLYN     ",1.085,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11163","UNNAMED PARK ON HAMILTON AVENUE","BROOKLYN     ",1.08,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11164","LATIMER PLAYGROUND","QUEENS       ",1.076,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11165","UNNAMED PARK ON MELROSE AVENUE","BRONX        ",1.075,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11166","MARLBORO PLAYGROUND","BROOKLYN     ",1.072,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11167","NORTH ROCHDALE PLAYGROUND","QUEENS       ",1.071,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11168","JEROME PLAYGROUND","BROOKLYN     ",1.068,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11169","GREAT KILLS PARK AT HILLCREST AVENUE","STATEN ISLAND",1.065,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11170","FERMI PLAYGROUND","BROOKLYN     ",1.061,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11171","ERICSSON PLAYGROUND","BROOKLYN     ",1.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11172","MELLETT PLAYGROUND","BROOKLYN     ",1.056,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11173","NELLIE BLY PARK","BROOKLYN     ",1.056,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11174","TELEPHONE PLAYGROUND","QUEENS       ",1.056,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11175","SEDGWICK PLAYGROUND","BRONX        ",1.054,"ONE ACRE OR LARGER",0,0,1,0,0,1,0,2,"Q2",2017
"11176","BRUCKNER PLAYGROUND","BRONX        ",1.053,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11177","MILLBROOK PLAYGROUND","BRONX        ",1.053,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11178","ROCKET PARK","QUEENS       ",1.052,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11179","PLAYGROUND 103 CIII","MANHATTAN    ",1.052,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11180","BEACH CHANNEL PLAYGROUND","QUEENS       ",1.051,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11181","L/CPL THOMAS P. NOONAN JR. PLAYGROUND","QUEENS       ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11182","LOZADA PLAYGROUND","BRONX        ",1.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11183","JAMES WELDON JOHNSON PLAYGROUND","MANHATTAN    ",1.048,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11184","SPRINGFIELD PARK NORTH","QUEENS       ",1.045,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11185","NICHOLAS NAQUAN HEYWARD JR. PARK","BROOKLYN     ",1.041,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11186","PLANEVIEW PARK","QUEENS       ",1.035,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11187","FISH PLAYGROUND","BROOKLYN     ",1.035,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2017
"11188","GILBERT RAMIREZ PARK","BROOKLYN     ",1.034,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2017
"11189","WOODTREE PLAYGROUND","QUEENS       ",1.033,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11190","VAN ALST PLAYGROUND","QUEENS       ",1.033,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11191","OXPORT PLAYGROUND","BROOKLYN     ",1.033,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11192","HAMMEL PLAYGROUND","QUEENS       ",1.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11193","EASTCHESTER PLAYGROUND","BRONX        ",1.025,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11194","SUNRISE PLAYGROUND","QUEENS       ",1.025,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11195","POWELL PLAYGROUND","BROOKLYN     ",1.024,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11196","KALTENMEIER PLAYGROUND","STATEN ISLAND",1.02,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11197","MATTHEWS MULINER PLAYGROUND","BRONX        ",1.02,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11198","BOWLING GREEN","MANHATTAN    ",1.016,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11199","ANNADALE PLAYGROUND","QUEENS       ",1.013,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11200","CURTIS PLAYGROUND","BROOKLYN     ",1.003,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11201","MELROSE PLAYGROUND","BRONX        ",1.001,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11202","PLIMPTON PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11203","HOWARD PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11204","PINK PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11205","HACKETT PARK","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11206","JACKIE ROBINSON PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,"Q2",2017
"11207","BLAKE HOBBS PLAYGROUND","MANHATTAN    ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11208","PLAYGROUND 174","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11209","RANDALL PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11210","MONSIGNOR KETT PLAYGROUND","MANHATTAN    ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11211","CASERTA PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2017
"11212","MARTIN LUTHER KING PLAYGROUND","MANHATTAN    ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11213","CHESTER PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2017
"11214","RUPPERT PARK","MANHATTAN    ",0.997,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11215","BELLEROSE PLAYGROUND","QUEENS       ",0.996,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11216","ARVERNE PLAYGROUND","QUEENS       ",0.993,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,1,0,1,"Q2",2017
"11217","ABRAHAM LINCOLN PLAYGROUND","MANHATTAN    ",0.991,"BASKETBALL & POOL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11218","CAPTAIN RIVERA PLAYGROUND","BRONX        ",0.988,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,2,0,0,0,2,"Q2",2017
"11219","NEWTOWN BARGE PLAYGROUND","BROOKLYN     ",0.983,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11220","HOLLIS PLAYGROUND","QUEENS       ",0.98,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11221","MAPLE PLAYGROUND","QUEENS       ",0.978,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11222","MOTT PLAYGROUND","BRONX        ",0.977,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11223","GOUVERNEUR PLAYGROUND","BRONX        ",0.977,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11224","ZIMMERMAN PLAYGROUND","BRONX        ",0.974,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11225","LANNETT PLAYGROUND","QUEENS       ",0.974,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11226","TEN EYCK PLAYGROUND","BROOKLYN     ",0.972,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11227","RANAQUA PARK","BRONX        ",0.972,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11228","MAE GRANT PLAYGROUND","MANHATTAN    ",0.97,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11229","ANDRIES PLAYGROUND","BROOKLYN     ",0.964,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11230","CARVER PLAYGROUND","BROOKLYN     ",0.964,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11231","PARK SLOPE PLAYGROUND","BROOKLYN     ",0.955,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11232","CHERRY TREE PARK","MANHATTAN    ",0.95,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11233","DAVIS PLAYGROUND","STATEN ISLAND",0.949,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11234","MATTHEW P. SAPOLIN PLAYGROUND","MANHATTAN    ",0.947,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11235","PETER MINUIT PLAYGROUND","MANHATTAN    ",0.943,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
"11236","SOUTH ROCHDALE PLAYGROUND","QUEENS       ",0.942,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2017
